Date,Open*,High,Low,Close**,Volume,Market Cap
12/12/2022,$0.02,$0.02,$0.02,$0.02,"$6,848,934","$260,810,133"
12/11/2022,$0.02,$0.02,$0.02,$0.02,"$5,839,792","$259,206,972"
12/10/2022,$0.02,$0.02,$0.02,$0.02,"$4,442,937","$262,797,830"
12/9/2022,$0.02,$0.02,$0.02,$0.02,"$8,806,828","$262,423,351"
12/8/2022,$0.02,$0.02,$0.02,$0.02,"$35,351,420","$265,695,296"
12/7/2022,$0.02,$0.02,$0.02,$0.02,"$6,850,626","$256,545,109"
12/6/2022,$0.02,$0.02,$0.02,$0.02,"$6,073,051","$265,020,282"
12/5/2022,$0.02,$0.02,$0.02,$0.02,"$8,318,699","$261,618,499"
12/4/2022,$0.02,$0.02,$0.02,$0.02,"$5,338,343","$263,637,571"
12/3/2022,$0.02,$0.02,$0.02,$0.02,"$6,512,413","$259,701,304"
12/2/2022,$0.02,$0.02,$0.02,$0.02,"$10,352,300","$268,927,096"
12/1/2022,$0.02,$0.02,$0.02,$0.02,"$7,784,102","$260,517,727"
11/30/2022,$0.02,$0.02,$0.02,$0.02,"$10,076,756","$263,410,110"
11/29/2022,$0.02,$0.02,$0.02,$0.02,"$7,940,227","$254,592,817"
11/28/2022,$0.02,$0.02,$0.02,$0.02,"$12,558,540","$253,911,055"
11/27/2022,$0.02,$0.02,$0.02,$0.02,"$7,281,206","$262,223,730"
11/26/2022,$0.02,$0.02,$0.02,$0.02,"$8,020,199","$264,180,770"
11/25/2022,$0.02,$0.02,$0.02,$0.02,"$8,270,725","$265,203,748"
11/24/2022,$0.02,$0.02,$0.02,$0.02,"$22,083,321","$271,035,918"
11/23/2022,$0.02,$0.02,$0.02,$0.02,"$51,944,387","$270,020,137"
11/22/2022,$0.02,$0.02,$0.02,$0.02,"$9,340,236","$246,663,743"
11/21/2022,$0.02,$0.02,$0.02,$0.02,"$9,089,697","$239,938,997"
11/20/2022,$0.02,$0.02,$0.02,$0.02,"$13,623,301","$245,291,474"
11/19/2022,$0.02,$0.02,$0.02,$0.02,"$5,598,607","$257,919,711"
11/18/2022,$0.02,$0.02,$0.02,$0.02,"$5,710,425","$255,322,158"
11/17/2022,$0.02,$0.02,$0.02,$0.02,"$6,538,227","$252,724,532"
11/16/2022,$0.02,$0.02,$0.02,$0.02,"$7,918,910","$255,327,883"
11/15/2022,$0.02,$0.02,$0.02,$0.02,"$9,644,739","$266,072,878"
11/14/2022,$0.02,$0.02,$0.02,$0.02,"$17,639,670","$263,856,961"
11/13/2022,$0.02,$0.02,$0.02,$0.02,"$11,674,845","$256,252,125"
11/12/2022,$0.02,$0.02,$0.02,$0.02,"$10,728,158","$260,039,117"
11/11/2022,$0.02,$0.02,$0.02,$0.02,"$15,621,557","$276,471,002"
11/10/2022,$0.02,$0.02,$0.02,$0.02,"$31,775,040","$285,062,816"
11/9/2022,$0.03,$0.03,$0.02,$0.02,"$33,592,463","$235,427,613"
11/8/2022,$0.03,$0.03,$0.02,$0.03,"$40,389,835","$299,927,147"
11/7/2022,$0.03,$0.03,$0.03,$0.03,"$18,612,485","$355,661,292"
11/6/2022,$0.03,$0.03,$0.03,$0.03,"$17,891,683","$358,611,374"
11/5/2022,$0.03,$0.03,$0.03,$0.03,"$26,088,147","$378,604,917"
11/4/2022,$0.03,$0.03,$0.03,$0.03,"$25,810,707","$381,410,714"
11/3/2022,$0.03,$0.03,$0.03,$0.03,"$21,194,947","$358,759,793"
11/2/2022,$0.03,$0.03,$0.03,$0.03,"$20,651,440","$349,082,374"
11/1/2022,$0.03,$0.03,$0.03,$0.03,"$13,486,682","$369,271,459"
10/31/2022,$0.03,$0.03,$0.03,$0.03,"$16,927,465","$372,809,682"
10/30/2022,$0.03,$0.03,$0.03,$0.03,"$28,027,384","$377,797,815"
10/29/2022,$0.03,$0.03,$0.03,$0.03,"$21,165,690","$379,215,369"
10/28/2022,$0.03,$0.03,$0.03,$0.03,"$13,611,830","$371,082,418"
10/27/2022,$0.03,$0.03,$0.03,$0.03,"$22,270,256","$366,359,783"
10/26/2022,$0.03,$0.03,$0.03,$0.03,"$16,675,156","$369,590,395"
10/25/2022,$0.03,$0.03,$0.03,$0.03,"$17,419,209","$364,114,494"
10/24/2022,$0.03,$0.03,$0.03,$0.03,"$12,585,158","$359,406,468"
10/23/2022,$0.03,$0.03,$0.03,$0.03,"$9,978,217","$374,201,368"
10/22/2022,$0.03,$0.03,$0.03,$0.03,"$10,482,294","$373,002,771"
10/21/2022,$0.03,$0.03,$0.03,$0.03,"$16,787,280","$367,729,964"
10/20/2022,$0.03,$0.03,$0.03,$0.03,"$33,927,560","$377,267,011"
10/19/2022,$0.03,$0.03,$0.03,$0.03,"$27,913,781","$355,016,184"
10/18/2022,$0.03,$0.03,$0.03,$0.03,"$48,553,640","$387,515,451"
10/17/2022,$0.03,$0.03,$0.03,$0.03,"$14,870,743","$370,690,181"
10/16/2022,$0.03,$0.03,$0.03,$0.03,"$13,340,491","$364,574,560"
10/15/2022,$0.03,$0.03,$0.03,$0.03,"$12,621,850","$356,075,229"
10/14/2022,$0.03,$0.03,$0.03,$0.03,"$20,825,243","$361,758,839"
10/13/2022,$0.03,$0.03,$0.03,$0.03,"$37,871,958","$366,760,019"
10/12/2022,$0.03,$0.03,$0.03,$0.03,"$17,442,701","$383,678,338"
10/11/2022,$0.03,$0.03,$0.03,$0.03,"$27,660,110","$381,759,259"
10/10/2022,$0.04,$0.04,$0.03,$0.03,"$18,563,550","$395,750,729"
10/9/2022,$0.04,$0.04,$0.04,$0.04,"$15,096,936","$420,573,789"
10/8/2022,$0.04,$0.04,$0.03,$0.04,"$16,414,733","$413,658,830"
10/7/2022,$0.04,$0.04,$0.04,$0.04,"$47,107,930","$424,000,664"
10/6/2022,$0.03,$0.04,$0.03,$0.04,"$79,937,852","$425,078,413"
10/5/2022,$0.04,$0.04,$0.03,$0.03,"$23,699,871","$407,053,178"
10/4/2022,$0.04,$0.04,$0.04,$0.04,"$19,398,693","$418,221,216"
10/3/2022,$0.03,$0.04,$0.03,$0.04,"$21,541,438","$416,959,715"
10/2/2022,$0.04,$0.04,$0.03,$0.03,"$19,230,090","$403,798,720"
10/1/2022,$0.04,$0.04,$0.04,$0.04,"$30,858,235","$420,346,137"
9/30/2022,$0.04,$0.04,$0.04,$0.04,"$28,939,581","$415,559,064"
9/29/2022,$0.04,$0.04,$0.04,$0.04,"$60,425,357","$423,277,861"
9/28/2022,$0.04,$0.04,$0.03,$0.04,"$34,431,193","$418,454,053"
9/27/2022,$0.04,$0.04,$0.04,$0.04,"$43,625,570","$427,748,490"
9/26/2022,$0.04,$0.04,$0.04,$0.04,"$41,011,945","$438,778,869"
9/25/2022,$0.04,$0.04,$0.04,$0.04,"$58,252,797","$443,073,308"
9/24/2022,$0.04,$0.04,$0.04,$0.04,"$65,306,516","$425,549,880"
9/23/2022,$0.04,$0.04,$0.04,$0.04,"$60,287,801","$411,303,602"
9/22/2022,$0.04,$0.04,$0.04,$0.04,"$66,338,824","$419,299,343"
9/21/2022,$0.04,$0.04,$0.04,$0.04,"$118,850,367","$403,514,395"
9/20/2022,$0.04,$0.04,$0.04,$0.04,"$81,175,510","$409,871,899"
9/19/2022,$0.04,$0.04,$0.04,$0.04,"$108,871,268","$440,568,414"
9/18/2022,$0.05,$0.05,$0.04,$0.04,"$108,799,222","$430,405,702"
9/17/2022,$0.05,$0.05,$0.05,$0.05,"$153,725,676","$510,868,000"
9/16/2022,$0.06,$0.06,$0.05,$0.05,"$192,917,289","$528,113,585"
9/15/2022,$0.07,$0.07,$0.06,$0.06,"$377,327,804","$577,838,659"
9/14/2022,$0.06,$0.08,$0.06,$0.07,"$475,814,272","$737,973,967"
9/13/2022,$0.07,$0.07,$0.06,$0.06,"$308,720,676","$641,588,249"
9/12/2022,$0.05,$0.07,$0.05,$0.07,"$443,126,732","$710,794,685"
9/11/2022,$0.06,$0.06,$0.05,$0.05,"$104,136,514","$541,580,324"
9/10/2022,$0.06,$0.06,$0.05,$0.06,"$211,787,983","$601,566,122"
9/9/2022,$0.04,$0.06,$0.04,$0.06,"$371,473,899","$588,792,348"
9/8/2022,$0.04,$0.04,$0.04,$0.04,"$42,917,276","$384,214,833"
9/7/2022,$0.04,$0.04,$0.03,$0.04,"$73,663,529","$385,992,722"
9/6/2022,$0.04,$0.04,$0.04,$0.04,"$172,634,820","$391,733,438"
9/5/2022,$0.03,$0.04,$0.03,$0.04,"$160,863,989","$404,406,155"
9/4/2022,$0.03,$0.04,$0.03,$0.03,"$111,678,008","$361,754,745"
9/3/2022,$0.03,$0.03,$0.03,$0.03,"$7,494,690","$302,290,933"
9/2/2022,$0.03,$0.03,$0.03,$0.03,"$10,473,438","$296,912,830"
9/1/2022,$0.03,$0.03,$0.03,$0.03,"$11,325,499","$301,077,422"
8/31/2022,$0.03,$0.03,$0.03,$0.03,"$14,966,922","$298,978,549"
8/30/2022,$0.03,$0.03,$0.03,$0.03,"$17,921,189","$300,681,196"
8/29/2022,$0.03,$0.03,$0.03,$0.03,"$16,752,414","$307,581,000"
8/28/2022,$0.03,$0.03,$0.03,$0.03,"$11,971,059","$285,480,074"
8/27/2022,$0.03,$0.03,$0.03,$0.03,"$13,505,862","$299,645,810"
8/26/2022,$0.03,$0.03,$0.03,$0.03,"$23,699,296","$308,919,352"
8/25/2022,$0.03,$0.03,$0.03,$0.03,"$19,567,241","$349,432,270"
8/24/2022,$0.03,$0.03,$0.03,$0.03,"$21,702,880","$337,593,173"
8/23/2022,$0.03,$0.03,$0.03,$0.03,"$16,841,386","$333,865,109"
8/22/2022,$0.03,$0.03,$0.03,$0.03,"$15,448,114","$320,714,969"
8/21/2022,$0.03,$0.03,$0.03,$0.03,"$19,931,802","$334,526,048"
8/20/2022,$0.03,$0.03,$0.03,$0.03,"$13,382,782","$306,421,826"
8/19/2022,$0.03,$0.03,$0.03,$0.03,"$20,680,280","$308,840,791"
8/18/2022,$0.03,$0.03,$0.03,$0.03,"$16,877,436","$339,106,045"
8/17/2022,$0.04,$0.04,$0.03,$0.03,"$20,980,172","$352,237,214"
8/16/2022,$0.04,$0.04,$0.04,$0.04,"$15,334,019","$378,775,985"
8/15/2022,$0.04,$0.04,$0.04,$0.04,"$19,332,152","$385,494,905"
8/14/2022,$0.04,$0.04,$0.04,$0.04,"$21,987,133","$386,682,018"
8/13/2022,$0.04,$0.04,$0.04,$0.04,"$21,643,053","$405,103,331"
8/12/2022,$0.04,$0.04,$0.04,$0.04,"$31,744,612","$417,344,209"
8/11/2022,$0.04,$0.04,$0.04,$0.04,"$80,668,735","$419,962,002"
8/10/2022,$0.04,$0.04,$0.03,$0.04,"$31,188,620","$387,207,926"
8/11/2022,$0.04,$0.04,$0.04,$0.04,"$80,668,735","$419,962,002"
8/12/2022,$0.04,$0.04,$0.03,$0.04,"$31,188,620","$387,207,926"
8/13/2022,$0.04,$0.04,$0.03,$0.04,"$35,104,122","$374,525,708"
8/14/2022,$0.04,$0.04,$0.04,$0.04,"$26,754,837","$401,245,382"
8/15/2022,$0.04,$0.04,$0.04,$0.04,"$21,142,344","$412,368,866"
8/6/2022,$0.04,$0.04,$0.04,$0.04,"$16,557,287","$398,930,364"
8/5/2022,$0.04,$0.04,$0.04,$0.04,"$44,703,804","$412,774,821"
8/4/2022,$0.04,$0.04,$0.03,$0.04,"$20,150,517","$370,190,173"
8/3/2022,$0.04,$0.04,$0.04,$0.04,"$23,706,441","$378,608,669"
8/2/2022,$0.04,$0.04,$0.04,$0.04,"$33,706,228","$376,824,914"
8/1/2022,$0.04,$0.04,$0.04,$0.04,"$38,992,555","$406,662,983"
7/31/2022,$0.04,$0.04,$0.04,$0.04,"$50,242,433","$389,150,762"
7/30/2022,$0.04,$0.04,$0.04,$0.04,"$76,797,859","$438,522,461"
7/29/2022,$0.03,$0.04,$0.03,$0.04,"$145,007,079","$402,058,304"
7/28/2022,$0.03,$0.04,$0.03,$0.03,"$84,833,750","$346,107,998"
7/27/2022,$0.02,$0.03,$0.02,$0.03,"$16,964,787","$287,608,750"
7/26/2022,$0.02,$0.02,$0.02,$0.02,"$11,112,832","$257,287,572"
7/25/2022,$0.03,$0.03,$0.02,$0.02,"$11,781,544","$255,722,308"
7/24/2022,$0.03,$0.03,$0.03,$0.03,"$9,563,841","$281,080,176"
7/23/2022,$0.03,$0.03,$0.03,$0.03,"$10,677,525","$279,142,683"
7/22/2022,$0.03,$0.03,$0.03,$0.03,"$15,091,952","$278,659,523"
7/21/2022,$0.03,$0.03,$0.03,$0.03,"$14,619,458","$294,717,705"
7/20/2022,$0.03,$0.03,$0.03,$0.03,"$24,543,699","$290,035,348"
7/19/2022,$0.03,$0.03,$0.03,$0.03,"$21,689,365","$292,647,026"
7/18/2022,$0.02,$0.03,$0.02,$0.03,"$58,920,057","$294,345,996"
7/17/2022,$0.02,$0.02,$0.02,$0.02,"$16,770,166","$247,150,952"
7/16/2022,$0.02,$0.02,$0.02,$0.02,"$8,952,934","$239,781,963"
7/15/2022,$0.02,$0.02,$0.02,$0.02,"$8,861,769","$235,120,559"
7/14/2022,$0.02,$0.02,$0.02,$0.02,"$10,312,485","$230,414,554"
7/13/2022,$0.02,$0.02,$0.02,$0.02,"$12,614,661","$228,999,839"
7/12/2022,$0.02,$0.02,$0.02,$0.02,"$6,536,886","$221,314,414"
7/11/2022,$0.02,$0.02,$0.02,$0.02,"$9,127,045","$225,648,789"
7/10/2022,$0.02,$0.02,$0.02,$0.02,"$7,761,768","$243,164,347"
7/9/2022,$0.02,$0.02,$0.02,$0.02,"$5,422,104","$256,816,005"
7/8/2022,$0.02,$0.03,$0.02,$0.02,"$8,833,767","$254,813,432"
7/7/2022,$0.02,$0.02,$0.02,$0.02,"$10,516,485","$258,903,851"
7/6/2022,$0.02,$0.02,$0.02,$0.02,"$8,589,880","$247,078,345"
7/5/2022,$0.02,$0.02,$0.02,$0.02,"$11,277,735","$240,311,138"
7/4/2022,$0.02,$0.02,$0.02,$0.02,"$7,614,129","$246,520,133"
7/3/2022,$0.02,$0.02,$0.02,$0.02,"$6,139,928","$242,002,112"
7/2/2022,$0.02,$0.02,$0.02,$0.02,"$9,537,707","$241,970,968"
7/1/2022,$0.02,$0.02,$0.02,$0.02,"$12,338,267","$242,268,001"
6/30/2022,$0.02,$0.02,$0.02,$0.02,"$13,855,251","$240,640,358"
6/29/2022,$0.02,$0.02,$0.02,$0.02,"$17,459,994","$249,670,400"
6/28/2022,$0.03,$0.03,$0.02,$0.02,"$13,335,144","$254,656,844"
6/27/2022,$0.03,$0.03,$0.02,$0.03,"$18,986,814","$264,730,249"
6/26/2022,$0.03,$0.03,$0.03,$0.03,"$18,834,567","$262,012,932"
6/25/2022,$0.02,$0.03,$0.02,$0.03,"$29,278,689","$268,504,488"
6/24/2022,$0.02,$0.02,$0.02,$0.02,"$16,483,630","$253,504,377"
6/23/2022,$0.02,$0.02,$0.02,$0.02,"$18,482,674","$245,813,355"
6/22/2022,$0.02,$0.02,$0.02,$0.02,"$10,764,371","$222,847,907"
6/21/2022,$0.02,$0.02,$0.02,$0.02,"$11,955,262","$225,844,388"
6/20/2022,$0.02,$0.02,$0.02,$0.02,"$11,115,218","$221,328,777"
6/19/2022,$0.02,$0.02,$0.02,$0.02,"$14,331,347","$217,725,670"
6/18/2022,$0.02,$0.02,$0.02,$0.02,"$18,286,284","$201,877,751"
6/17/2022,$0.02,$0.02,$0.02,$0.02,"$19,597,195","$216,157,662"
6/16/2022,$0.02,$0.02,$0.02,$0.02,"$49,284,928","$202,105,666"
6/15/2022,$0.02,$0.02,$0.02,$0.02,"$17,564,970","$223,192,725"
6/14/2022,$0.02,$0.02,$0.02,$0.02,"$18,049,431","$203,784,150"
6/13/2022,$0.02,$0.02,$0.02,$0.02,"$15,734,373","$209,469,976"
6/12/2022,$0.02,$0.02,$0.02,$0.02,"$12,567,207","$235,851,215"
6/11/2022,$0.03,$0.03,$0.02,$0.02,"$8,796,533","$249,317,997"
6/10/2022,$0.03,$0.03,$0.03,$0.03,"$9,744,797","$264,648,625"
6/9/2022,$0.03,$0.03,$0.03,$0.03,"$9,975,198","$282,950,364"
6/8/2022,$0.03,$0.03,$0.03,$0.03,"$10,329,596","$288,484,832"
6/7/2022,$0.03,$0.03,$0.03,$0.03,"$10,497,421","$291,309,685"
6/6/2022,$0.03,$0.03,$0.03,$0.03,"$8,155,925","$299,259,415"
6/5/2022,$0.03,$0.03,$0.03,$0.03,"$5,273,225","$284,535,585"
6/4/2022,$0.03,$0.03,$0.03,$0.03,"$5,586,011","$286,525,224"
6/3/2022,$0.03,$0.03,$0.03,$0.03,"$8,156,084","$285,471,919"
6/2/2022,$0.03,$0.03,$0.03,$0.03,"$10,093,891","$294,508,206"
6/1/2022,$0.03,$0.03,$0.03,$0.03,"$12,362,891","$280,092,599"
5/31/2022,$0.03,$0.03,$0.03,$0.03,"$13,783,495","$310,905,316"
5/30/2022,$0.03,$0.03,$0.03,$0.03,"$14,207,692","$316,264,521"
